causa_def|base_code|cod_group
P915|P91|Amenable to medical services
C462|C46|Residual causes
E164|E16|Residual causes
F013|F01|Residual causes
I870|I87|Residual causes
W371|W37|Residual causes
C831|C83|Residual causes
Y828|Y82|Residual causes
R521|R52|Residual causes
M434|M43|Residual causes
P708|P70|Amenable to medical services
L988|L98|Residual causes
E208|E20|Residual causes
A370|A37|Amenable to medical services
Q804|Q80|Residual causes
M357|M35|Residual causes
Y802|Y80|Residual causes
I368|I36|Residual causes
I844|I84|Residual causes
K624|K62|Residual causes
F058|F05|Residual causes
B500|B50|Residual causes
M061|M06|Residual causes
X130|X13|Residual causes
Y306|Y30|Residual causes
W245|W24|Residual causes
X845|X84|Residual causes
X046|X04|Residual causes
W865|W86|Residual causes
C510|C51|Residual causes
I020|I02|Amenable to medical services
M000|M00|Residual causes
C312|C31|Residual causes
A321|A32|Amenable to medical services
M246|M24|Residual causes
W137|W13|Residual causes
O102|O10|Amenable to medical services
C343|C34|Lung cancer
J154|J15|Amenable to medical services
J358|J35|Residual causes
E103|E10|Diabetes
C740|C74|Residual causes
B269|B26|Residual causes
J218|J21|Residual causes
O343|O34|Amenable to medical services
W024|W02|Residual causes
X336|X33|Residual causes
V675|V67|Road traffic accidents
M513|M51|Residual causes
P033|P03|Amenable to medical services
C471|C47|Residual causes
Y336|Y33|Residual causes
W777|W77|Residual causes
X897|X89|Homicides
V871|V87|Road traffic accidents
X139|X13|Residual causes
O883|O88|Amenable to medical services
P703|P70|Amenable to medical services
Q983|Q98|Residual causes
A040|A04|Amenable to medical services
N766|N76|Residual causes
W191|W19|Residual causes
X608|X60|Residual causes
V500|V50|Road traffic accidents
V473|V47|Road traffic accidents
L519|L51|Residual causes
E060|E06|Amenable to medical services
X332|X33|Residual causes
Y490|Y49|Residual causes
R162|R16|Residual causes
O331|O33|Amenable to medical services
O053|O05|Amenable to medical services
M833|M83|Residual causes
B79X|B79|Residual causes
O700|O70|Amenable to medical services
X574|X57|Residual causes
V509|V50|Road traffic accidents
X214|X21|Residual causes
X190|X19|Residual causes
N818|N81|Residual causes
D399|D39|Residual causes
W936|W93|Residual causes
L123|L12|Residual causes
B402|B40|Residual causes
G061|G06|Residual causes
A399|A39|Residual causes
M728|M72|Residual causes
L928|L92|Residual causes
Q902|Q90|Residual causes
E137|E13|Diabetes
P006|P00|Amenable to medical services
V903|V90|Road traffic accidents
X510|X51|Residual causes
Y881|Y88|Residual causes
K401|K40|Amenable to medical services
Y228|Y22|Residual causes
O742|O74|Amenable to medical services
Q058|Q05|Residual causes
C100|C10|Residual causes
O326|O32|Amenable to medical services
Y329|Y32|Residual causes
G112|G11|Residual causes
V741|V74|Road traffic accidents
V742|V74|Road traffic accidents
W395|W39|Residual causes
X695|X69|Residual causes
M438|M43|Residual causes
W458|W45|Residual causes
V683|V68|Road traffic accidents
V920|V92|Road traffic accidents
A079|A07|Amenable to medical services
F126|F12|Residual causes
V583|V58|Road traffic accidents
X086|X08|Residual causes
O059|O05|Amenable to medical services
Q434|Q43|Residual causes
V928|V92|Road traffic accidents
X613|X61|Residual causes
C548|C54|Residual causes
W832|W83|Residual causes
B003|B00|Residual causes
L958|L95|Residual causes
M112|M11|Residual causes
Y108|Y10|Residual causes
X729|X72|Residual causes
Y233|Y23|Residual causes
F99X|F99|Residual causes
W702|W70|Residual causes
W655|W65|Residual causes
W812|W81|Residual causes
X933|X93|Homicides
Y654|Y65|Amenable to medical services
Y820|Y82|Residual causes
E741|E74|Residual causes
W299|W29|Residual causes
V242|V24|Road traffic accidents
M485|M48|Residual causes
L720|L72|Residual causes
X116|X11|Residual causes
K224|K22|Residual causes
V269|V26|Road traffic accidents
O010|O01|Amenable to medical services
X380|X38|Residual causes
L539|L53|Residual causes
C166|C16|Amenable to medical services
V865|V86|Road traffic accidents
C621|C62|Amenable to medical services
N130|N13|Residual causes
V219|V21|Road traffic accidents
E786|E78|Residual causes
Y071|Y07|Homicides
P722|P72|Amenable to medical services
X624|X62|Residual causes
P042|P04|Amenable to medical services
V441|V44|Road traffic accidents
X829|X82|Residual causes
D824|D82|Residual causes
O335|O33|Amenable to medical services
K634|K63|Residual causes
B376|B37|Residual causes
W994|W99|Residual causes
A931|A93|Residual causes
O746|O74|Amenable to medical services
Q361|Q36|Residual causes
W298|W29|Residual causes
M111|M11|Residual causes
Y138|Y13|Residual causes
B551|B55|Residual causes
C006|C00|Residual causes
V109|V10|Road traffic accidents
V290|V29|Road traffic accidents
V160|V16|Road traffic accidents
A028|A02|Amenable to medical services
F160|F16|Residual causes
W500|W50|Residual causes
V383|V38|Road traffic accidents
I012|I01|Amenable to medical services
N301|N30|Residual causes
D898|D89|Residual causes
P838|P83|Amenable to medical services
X841|X84|Residual causes
R290|R29|Residual causes
Y570|Y57|Residual causes
A011|A01|Amenable to medical services
B403|B40|Residual causes
C020|C02|Residual causes
V882|V88|Road traffic accidents
Y013|Y01|Homicides
X923|X92|Homicides
X179|X17|Residual causes
E275|E27|Residual causes
V574|V57|Road traffic accidents
B027|B02|Residual causes
Q260|Q26|Amenable to medical services
N394|N39|Residual causes
W405|W40|Residual causes
O035|O03|Amenable to medical services
C003|C00|Residual causes
C773|C77|Residual causes
N040|N04|Amenable to medical services
Y419|Y41|Residual causes
M170|M17|Residual causes
N431|N43|Residual causes
O880|O88|Amenable to medical services
Y033|Y03|Homicides
O048|O04|Amenable to medical services
D442|D44|Residual causes
A929|A92|Residual causes
E018|E01|Amenable to medical services
X249|X24|Residual causes
I701|I70|Residual causes
V145|V14|Road traffic accidents
E560|E56|Residual causes
D840|D84|Residual causes
K501|K50|Residual causes
M779|M77|Residual causes
V540|V54|Road traffic accidents
X060|X06|Residual causes
C048|C04|Residual causes
Y112|Y11|Residual causes
Y254|Y25|Residual causes
H051|H05|Residual causes
X254|X25|Residual causes
E341|E34|Residual causes
V646|V64|Road traffic accidents
V817|V81|Road traffic accidents
V576|V57|Road traffic accidents
G213|G21|Residual causes
I721|I72|Residual causes
D162|D16|Residual causes
V010|V01|Road traffic accidents
V487|V48|Road traffic accidents
I788|I78|Residual causes
M726|M72|Residual causes
B64X|B64|Residual causes
V745|V74|Road traffic accidents
O342|O34|Amenable to medical services
B602|B60|Residual causes
I272|I27|Residual causes
X313|X31|Residual causes
F116|F11|Residual causes
D819|D81|Residual causes
V938|V93|Road traffic accidents
W801|W80|Residual causes
H919|H91|Residual causes
E131|E13|Diabetes
V270|V27|Road traffic accidents
C108|C10|Residual causes
W332|W33|Residual causes
Y700|Y70|Residual causes
V460|V46|Road traffic accidents
X747|X74|Residual causes
M160|M16|Residual causes
X485|X48|Residual causes
W315|W31|Residual causes
W347|W34|Residual causes
O056|O05|Amenable to medical services
N730|N73|Residual causes
F488|F48|Residual causes
I840|I84|Residual causes
J200|J20|Amenable to medical services
O895|O89|Amenable to medical services
Q315|Q31|Residual causes
W270|W27|Residual causes
V818|V81|Road traffic accidents
W261|W26|Residual causes
W131|W13|Residual causes
E799|E79|Residual causes
R33X|R33|Residual causes
K590|K59|Residual causes
E54X|E54|Residual causes
R224|R22|Residual causes
H920|H92|Residual causes
M356|M35|Residual causes
B278|B27|Residual causes
M838|M83|Residual causes
V744|V74|Road traffic accidents
H700|H70|Residual causes
W389|W38|Residual causes
M995|M99|Residual causes
C418|C41|Residual causes
C531|C53|Amenable to medical services
Y540|Y54|Residual causes
X340|X34|Residual causes
C474|C47|Residual causes
M543|M54|Residual causes
G439|G43|Residual causes
E342|E34|Residual causes
D360|D36|Residual causes
B085|B08|Residual causes
W584|W58|Residual causes
I847|I84|Residual causes
W772|W77|Residual causes
Q375|Q37|Residual causes
O036|O03|Amenable to medical services
X289|X28|Residual causes
X806|X80|Residual causes
J210|J21|Residual causes
O678|O67|Amenable to medical services
O350|O35|Amenable to medical services
X587|X58|Residual causes
X937|X93|Homicides
X905|X90|Homicides
X030|X03|Residual causes
Q229|Q22|Amenable to medical services
F148|F14|Residual causes
D520|D52|Residual causes
W682|W68|Residual causes
F127|F12|Residual causes
A878|A87|Residual causes
W164|W16|Residual causes
J382|J38|Residual causes
M850|M85|Residual causes
O744|O74|Amenable to medical services
F982|F98|Residual causes
Q818|Q81|Residual causes
C883|C88|Residual causes
M805|M80|Residual causes
K512|K51|Residual causes
W553|W55|Residual causes
P721|P72|Amenable to medical services
O898|O89|Amenable to medical services
A690|A69|Residual causes
Q263|Q26|Amenable to medical services
X604|X60|Residual causes
N279|N27|Amenable to medical services
C676|C67|Amenable to medical services
B582|B58|Residual causes
N029|N02|Amenable to medical services
N045|N04|Amenable to medical services
O743|O74|Amenable to medical services
E273|E27|Residual causes
X093|X09|Residual causes
G370|G37|Residual causes
G251|G25|Residual causes
K605|K60|Residual causes
J700|J70|Amenable to medical services
X104|X10|Residual causes
X805|X80|Residual causes
Y025|Y02|Homicides
W783|W78|Residual causes
Y265|Y26|Residual causes
D337|D33|Residual causes
E310|E31|Residual causes
M435|M43|Residual causes
E724|E72|Residual causes
X447|X44|Residual causes
C932|C93|Amenable to medical services
C963|C96|Residual causes
N343|N34|Residual causes
C518|C51|Residual causes
D177|D17|Residual causes
L101|L10|Residual causes
Y743|Y74|Residual causes
M301|M30|Residual causes
M509|M50|Residual causes
V676|V67|Road traffic accidents
O298|O29|Amenable to medical services
V925|V92|Road traffic accidents
D105|D10|Residual causes
N034|N03|Amenable to medical services
C771|C77|Residual causes
F338|F33|Residual causes
C040|C04|Residual causes
E672|E67|Residual causes
B080|B08|Residual causes
B789|B78|Residual causes
W919|W91|Residual causes
I360|I36|Residual causes
Q928|Q92|Residual causes
K731|K73|Residual causes
Q621|Q62|Residual causes
Q564|Q56|Residual causes
K293|K29|Residual causes
V811|V81|Road traffic accidents
O648|O64|Amenable to medical services
C922|C92|Amenable to medical services
W355|W35|Residual causes
N171|N17|Amenable to medical services
P510|P51|Amenable to medical services
X884|X88|Homicides
R599|R59|Residual causes
F82X|F82|Residual causes
X988|X98|Homicides
V581|V58|Road traffic accidents
Q603|Q60|Residual causes
B464|B46|Residual causes
W668|W66|Residual causes
A99X|A99|Residual causes
Y401|Y40|Residual causes
D125|D12|Residual causes
P007|P00|Amenable to medical services
W156|W15|Residual causes
A34X|A34|Residual causes
E783|E78|Residual causes
Y187|Y18|Residual causes
Y480|Y48|Residual causes
O661|O66|Amenable to medical services
N017|N01|Amenable to medical services
V884|V88|Road traffic accidents
D103|D10|Residual causes
C118|C11|Residual causes
Y045|Y04|Homicides
M001|M00|Residual causes
C783|C78|Residual causes
A408|A40|Amenable to medical services
C024|C02|Residual causes
N803|N80|Residual causes
G411|G41|Amenable to medical services
D133|D13|Residual causes
P925|P92|Amenable to medical services
V815|V81|Road traffic accidents
A391|A39|Residual causes
B571|B57|Residual causes
X389|X38|Residual causes
C721|C72|Residual causes
J122|J12|Amenable to medical services
J038|J03|Amenable to medical services
R008|R00|Residual causes
R14X|R14|Residual causes
O703|O70|Amenable to medical services
Q396|Q39|Residual causes
B161|B16|Amenable to medical services
E648|E64|Residual causes
B760|B76|Residual causes
O067|O06|Amenable to medical services
V433|V43|Road traffic accidents
Q809|Q80|Residual causes
J634|J63|Amenable to medical services
O888|O88|Amenable to medical services
X669|X66|Residual causes
Y164|Y16|Residual causes
K412|K41|Amenable to medical services
F309|F30|Residual causes
N490|N49|Residual causes
N131|N13|Residual causes
V802|V80|Road traffic accidents
M954|M95|Residual causes
Q760|Q76|Residual causes
W259|W25|Residual causes
Q372|Q37|Residual causes
P102|P10|Amenable to medical services
P130|P13|Amenable to medical services
I318|I31|Residual causes
N921|N92|Residual causes
V953|V95|Road traffic accidents
V204|V20|Road traffic accidents
N44X|N44|Residual causes
O690|O69|Amenable to medical services
K522|K52|Residual causes
X508|X50|Residual causes
J371|J37|Residual causes
X140|X14|Residual causes
W752|W75|Residual causes
X164|X16|Residual causes
V924|V92|Road traffic accidents
C467|C46|Residual causes
X256|X25|Residual causes
D236|D23|Residual causes
C962|C96|Residual causes
X921|X92|Homicides
V231|V23|Road traffic accidents
O339|O33|Amenable to medical services
V885|V88|Road traffic accidents
M831|M83|Residual causes
M541|M54|Residual causes
Y250|Y25|Residual causes
V335|V33|Road traffic accidents
P615|P61|Amenable to medical services
W232|W23|Residual causes
Y356|Y35|Residual causes
Y296|Y29|Residual causes
W835|W83|Residual causes
Q370|Q37|Residual causes
P578|P57|Amenable to medical services
D613|D61|Residual causes
V241|V24|Road traffic accidents
V847|V84|Road traffic accidents
E269|E26|Residual causes
Q050|Q05|Residual causes
Q618|Q61|Residual causes
G418|G41|Amenable to medical services
L128|L12|Residual causes
F54X|F54|Residual causes
B820|B82|Residual causes
A421|A42|Residual causes
Q435|Q43|Residual causes
V734|V73|Road traffic accidents
N731|N73|Residual causes
V853|V85|Road traffic accidents
B552|B55|Residual causes
Y104|Y10|Residual causes
M470|M47|Residual causes
C142|C14|Residual causes
D841|D84|Residual causes
Y840|Y84|Amenable to medical services
W775|W77|Residual causes
O233|O23|Amenable to medical services
W313|W31|Residual causes
O912|O91|Amenable to medical services
F480|F48|Residual causes
E138|E13|Diabetes
X008|X00|Residual causes
Y020|Y02|Homicides
Y442|Y44|Residual causes
W797|W79|Residual causes
V135|V13|Road traffic accidents
V537|V53|Road traffic accidents
M724|M72|Residual causes
V141|V14|Road traffic accidents
Y752|Y75|Residual causes
P150|P15|Amenable to medical services
G719|G71|Residual causes
Y453|Y45|Residual causes
Y740|Y74|Residual causes
Y445|Y44|Residual causes
O033|O03|Amenable to medical services
B231|B23|Residual causes
I310|I31|Residual causes
W696|W69|Residual causes
A549|A54|Amenable to medical services
A152|A15|Residual causes
O011|O01|Amenable to medical services
O741|O74|Amenable to medical services
G368|G36|Residual causes
A501|A50|Amenable to medical services
D421|D42|Residual causes
Y571|Y57|Residual causes
Y534|Y53|Residual causes
J620|J62|Amenable to medical services
V930|V93|Road traffic accidents
E712|E71|Residual causes
E731|E73|Residual causes
Y177|Y17|Residual causes
C112|C11|Residual causes
Q912|Q91|Residual causes
D213|D21|Residual causes
X317|X31|Residual causes
C502|C50|Amenable to medical services
F117|F11|Residual causes
Y499|Y49|Residual causes
E619|E61|Residual causes
Y610|Y61|Amenable to medical services
Y035|Y03|Homicides
Q625|Q62|Residual causes
W107|W10|Residual causes
Q927|Q92|Residual causes
B344|B34|Residual causes
